368562,1099925,1205366,1243778,1282190
1004,38000,38194,38259,38323
80194,88001,88447,88559,88782
140815,208078,209992,210539,210812
23021,29613,30031,30180,30343
25486,30819,31314,31428,31581
2124,3465,3621,3645,3689
8417,11386,11559,11617,11660
425423,646979,668207,676774,685340
131137,144826,145404,145596,145847
10726,17536,18672,19048,19392
2444,3032,3063,3078,3086
985,2993,3193,3259,3326
59722,94526,100214,102245,104141
73,379,389,393,398
2432654,9807884,11017843,11421163,11824482
347,807,835,845,849
58556,72663,73068,73271,73373
44073,78941,84004,85385,86881
17017,25082,25460,25580,25689
34421,42960,43929,44253,44576
3035,4969,5093,5122,5157
46024,52134,52278,52326,52374
2833,8985,9782,10033,10298
563979,649260,652478,654087,655696
26623,32952,34523,35047,35352
5284,7515,7831,7904,8031
194336,264143,271455,273331,275160
197090,213467,214275,214469,214714
295,3449,6233,7162,8090
18912,21177,21388,21441,21546
1441804,1915192,1950358,1963883,1974703
4618,22740,28677,30623,31943
6403,7689,7788,7834,7862
10385,12304,12313,12322,12323
545307,1038097,1110997,1144569,1178141
2678,4706,4873,4922,4966
14237,20451,21099,21262,21478
265802,293169,295236,296091,297240
9383,14114,15048,15347,15605
266073,321940,325960,327969,330381
67649,78907,79499,79697,79894
6677,23849,26711,27665,27933
4125,4312,4353,4353,4356
1858839,2662469,2699358,2710933,2722162
1134,1345,1369,1377,1384
171473,197174,200048,201333,202136
12196,15844,16377,16480,16582
26001,30967,31249,31411,31492
6455,6699,6724,6732,6732
2578,2853,2891,2909,2909
17901,55459,60285,62128,63795
153401,291102,307369,312791,318213
3711,7942,8579,8845,9110
27196,30104,30639,30792,30983
86707,109648,111455,112177,112900
23166,54608,54608,54608,54608
6723,21864,23511,24084,24678
2854,3912,4015,4051,4077
649640,750711,757578,760690,764124
414516,710454,722523,726546,730569
3679,4280,4295,4303,4313
39367,58152,58307,58359,58396
256871,338213,344635,346776,348488
82530,99604,101705,102231,102887
51056,69305,71312,71981,72721
7049,8403,8455,8476,8486
2100,2667,2694,2700,2707
17498,24900,26094,26401,26606
3370,4321,4375,4391,4407
391,486,497,501,504
10576,25499,27354,27664,28143
46265,70986,71962,72351,72587
65129,75964,77189,77423,77667
308581,509263,534629,546542,557549
245479,325583,326875,327305,329028
990,2077,2246,2322,2389
1964,2117,2122,2125,2130
8908,16536,17440,17722,18003
945239,2330679,2508124,2562723,2617322
21187,22496,22578,22605,22632
15291,17930,18262,18308,18354
843,13745,14607,14730,14853
4535,5029,5048,5048,5054
60264,62638,62714,62791,62791
32827,44135,44269,44314,44358
48962,49497,49497,49497,49497
1229,1300,1300,1300,1300
1829,3736,3897,3944,4011
4813,5267,5299,5299,5306
783,826,830,831,833
357791,387515,389153,389558,389963
4089,16519,16746,16830,16917
19451,20455,20605,20656,20681
121514,414012,430197,432806,434748
408,546,555,562,572
1377,1983,2053,2086,2086
23252,105095,116974,120933,124893
105835,172521,175545,176553,177561
173,475,519,529,548
235282,362079,375811,380389,381304
19693,27355,28071,28286,28537
23579,26245,26438,26502,26567
7237,11440,11495,11522,11543
78731,184767,186819,187122,187424
83041,94178,97674,97939,98205
25038,422786,427916,429358,430800
3117,3626,3663,3681,3708
3803,4017,4026,4026,4026
9162,12526,12798,12862,12911
1122841,1709141,1765392,1778372,1787026
29542,36463,37142,37323,37459
1099909,1861320,1921841,1944220,1966600
35388,37537,37674,37720,37766
11632,11894,11908,11918,11923
177,310,319,327,328
12955,14021,14106,14158,14192
135842,190946,194300,195259,196217
64585,97189,100425,101545,102291
1260,3833,4023,4086,4129
6126,7056,7162,7189,7215
6549,7011,7054,7071,7088
20276,36863,38743,39233,39743
10007,10371,10396,10396,10396
10112,14293,14643,14818,14973
58685,74153,76028,76403,76684
4016,7400,7637,7716,7775
673,1848,1848,1867,1963
17511,20625,20971,21051,21157
41097,47135,47589,47719,47979
82,9080,9111,9117,9123
23132,26446,26877,27009,27109
408851,540407,561622,568989,576611
377,1259,1418,1493,1548
18650,21806,22116,22217,22317
323423,559167,586493,594510,601140
2427,2896,2911,2914,2921
104319,132443,133588,134078,134405
1531,1751,1771,1775,1786
6125,6805,6848,6857,6866
669,1858,2047,2097,2147
7965,11964,12324,12438,12531
1016,1606,1682,1706,1730
1514,4336,4848,5113,5378
178728,299019,310403,314957,316095
1064378,1778061,1868451,1894905,1917330
2276,5476,5531,5545,5565
79,182,182,182,182
450622,1031588,1063244,1072554,1080002
1022,5045,5483,5689,5982
2598,5444,5540,5597,5673
1506,8581,9872,10302,10733
4386,7023,7327,7415,7492
84279,133812,142243,145254,148265
727,767,768,769,772
10473,15490,15854,15911,15949
3599,8526,9122,9283,9457
10822,12361,12437,12482,12512
575607,595703,597138,597138,597856
437541,658008,677510,683446,688534
511,1652,1827,1874,1908
825,1990,2162,2212,2239
182906,329806,341307,345108,348908
3988,13832,15083,15594,16104
417,1582,1691,1735,1798
438,25915,26555,26656,26723
735,2009,2057,2067,2072
4816,6279,6446,6533,6613
36235,145512,153909,156497,159085
516,611,635,638,644
3908,11381,12264,12509,12656
120553,292172,293685,294189,294694
100116,161149,166406,168217,170163
79494,86761,87202,87312,87422
17494,38915,40621,41190,41759
488,862,950,980,994
3391,15725,17602,18216,18935
821390,860800,862874,862874,863911
36640,38995,39042,39089,39136
363243,819646,899793,926510,952220
210635,321467,331701,334257,336812
24948,25563,25594,25594,25625
5389,16699,20179,21718,23581
11542,12453,12544,12575,12590
20602,40389,41634,42050,42505
2688,2786,2789,2796,2796
1704962,3163321,3316385,3380161,3443938
1813,30715,30835,30875,30915
53562,62569,63911,64390,64773
1551,1931,1954,1954,1959
44958,64128,66164,66758,67267
55527,70504,71379,71554,71730
2790,6034,6521,6667,6821
43945,54948,56035,56239,56510
66432,77008,77305,77372,77438
59182,73154,73510,73599,73688
1454,1646,1658,1662,1666
14165,15141,15215,15233,15270
1464528,3561350,3942308,4071930,4201834
180,684,787,822,856
42117,78960,79554,79714,79874
79129,108925,112582,113757,114865
376219,585300,622154,631516,640878
2137,3351,3866,4037,4208
141619,213438,221514,224110,226994
30576,36550,37036,37132,37228
10989,26305,27556,27657,27826
11153,13401,13570,13621,13722
18139,22648,22938,23035,23132
5828,7138,7247,7277,7307
93060,255818,271505,276734,281963
4843,59539,71995,76147,78971
763,966,999,1018,1025
33813,42116,43007,43281,43489
146426,1087921,1362792,1449170,1591743
7348,10291,10447,10484,10523
61496,71832,72667,73085,73607
7049,7715,7773,7783,7801
119,372,408,428,448
208816,257936,263029,264348,265668
67221,183198,224934,247095,269257
162,608,671,690,708
1798,2145,2178,2196,2211
821,37401,38632,39111,39602
31305,86768,87708,88021,88333
236103,408008,416497,419150,421272
11664,28211,33210,34876,36542
2707119,7278521,7944013,7988242,7996094
330,473,484,486,487
40103,82252,83786,84298,85116
7190,10397,10750,10877,11032
155734,172477,180505,181652,182340
1322,1450,1457,1457,1460
116496,145025,147403,148317,149049
17802,30930,32888,33556,34090
1446,1737,1771,1782,1793
18010,33807,35718,36207,36685
158883,221985,226211,227619,228746
817,1909,2099,2164,2234
6344,9865,10276,10385,10550
227259,535617,586002,617204,648406
294479,2106104,2232573,2271972,2309080
47560,115692,126718,130174,133301
11491,13223,13419,13452,13485
5145,5745,5795,5809,5830
31796,45093,46275,46571,46925
95202,128387,128826,128945,129029
60384,157250,172153,177185,182024
10876,13022,13184,13217,13249
52779,55712,56122,56196,56270
26223,34049,34580,34758,34935
38174,92432,99859,102886,106434
115,247,268,272,277
34306,43271,43634,43783,43932
172445,203004,204257,204607,205147
40667,41519,41569,41619,41619
47027,51736,51994,52059,52123
503,1893,2016,2057,2098
207,241,242,242,242
984,2738,3100,3219,3300
27209,44301,45987,46394,46801
78,176,176,177,178
4613,20776,21151,21216,21322
1169929,2740768,2863194,2893717,2924241
5847,5978,5992,5992,6007
5242,6319,6389,6397,6420
11080,14923,15242,15336,15411
41465,76169,77560,77954,78349
994,2194,2389,2419,2427
64933,71439,72080,72160,72302
8333,10210,10472,10538,10603
934472,2996681,3093143,3122746,3158692
323,965,1128,1183,1214
125151,130818,131083,131171,131258
1068,1288,1295,1297,1297
137,722,820,853,888
2012,2558,2584,2594,2600
1188,1695,1716,1723,1730
270,915,963,980,997
46810,91020,93249,93992,94736
8186,29013,47853,49539,50141
18390,434187,449162,454154,459145
42554,60216,61314,61680,62046
61,368,481,522,562
876,14130,15257,15633,16008
79267,81749,81892,81955,82017
50144,55408,55678,55813,55948
31771,36950,37137,37183,37230
24033,68784,76105,78453,79972
1108,1163,1166,1166,1166
15906,19239,19794,20173,20426
8362,14089,14335,14677,15302
28418,31166,31241,31279,31279
47847,75002,78554,79385,79937
265284,359092,372709,377752,382291
50268,427601,524546,556862,589177
160,473,492,500,501
7489,14583,14838,14894,16081
5536,6337,6392,6415,6439
432023,501001,502816,503422,504027
205289,237673,239408,239986,240275
62395,74069,75157,75445,75734
949841,1575882,1638221,1659001,1675394
61878,70419,70680,70680,70767
1180355,1743662,1818670,1833116,1845020
887999,1409911,1451020,1467963,1474907
45114,60482,61087,61241,61407
122726,179003,179173,179230,179287
21350,43616,46629,47546,48594
25976,56570,60126,61648,63169
5491,5970,6024,6032,6039
12953,15335,15586,15664,15722
5628,7757,8033,8125,8186
45280,51084,51530,51913,52040
831,2448,2813,3002,3192
2238532,2815976,2875970,2887219,2902217
19129,22148,22395,22450,22532
45880,56281,58169,58235,58358
64,93,97,99,102
27747,31861,32332,32528,32606
8119,8697,8762,8772,8804
9365,12690,12881,12961,13025
13578,14017,14027,14027,14027
3478,4081,4147,4157,4178
69187,103402,106151,106756,107210
14215,17294,17744,17851,17951
3608,4324,4340,4345,4356
64839,79559,79697,79757,79817
31313,34727,35041,35116,36096
2964,6043,6928,7063,7168
73814,156915,159296,160011,160725
2696,3506,3613,3655,3692
83448,125511,130260,131617,133483
398409,483707,488148,490142,492526
5559,29429,32041,32986,33903
440089,620324,630823,633448,638697
94447,283164,309538,317743,322871
14203,26939,27404,27559,27714
295456,375556,398099,399538,399538
4293,6830,7002,7044,7087
2774,5946,7136,7532,7929
8684,26147,26307,26371,26403
756501,894685,930988,936843,940356
1519,1875,1894,1913,1923
4321,5156,5214,5233,5272
37319,51750,53092,53562,53964
282096,482648,501258,503292,505645
35629,42192,43267,43525,43784
144,201,206,208,209
9089,181831,190920,193849,196590
6810,7428,7472,7480,7489
16458,61553,63749,64637,65525
69167,69924,69924,69924,69924
75759,88064,88385,88492,88706
1134,2269,2775,3117,3459
180810,199932,200416,200416,200658
2658883,5591058,5919395,6028840,6115109
18025,22933,23459,23605,23780
77429,187055,201877,206476,211076
11491,13966,14105,14151,14286
125,187,193,194,197
1348,2552,2577,2586,2596
72012,84445,85171,85378,86103
277,836,858,872,886
1843,3390,3437,3453,3468
161300,195933,196418,196660,196902
14211,15599,15753,15811,15850
10274,11669,11815,11902,11931
1362,2338,2381,2387,2399
728,2352,2616,2696,2776
2110,7666,8105,8144,8275
113,161,170,171,172
240641,260663,262203,264513,267593
18889,253041,258101,260231,262220
14302,19404,20300,20599,20951
3820,4839,4916,4933,4944
4026,14866,16862,17412,17963
6125,13336,14867,15378,15888
725,1354,1473,1531,1581
1245,2485,2744,2814,2863
148,382,434,451,470
472226,1572111,1687758,1726307,1764856
44904,147096,156655,158920,161186
8243,9037,9104,9137,9171
90713,200721,216031,220203,226544
272257,455365,464276,467628,470710
1229459,1626401,1652812,1662406,1672001
147173,311366,341401,350412,360423
1883,2253,2267,2270,2273
3073,4406,4552,4643,4703
8609,27458,29542,30237,30932
262406,1109562,1240765,1284500,1328234
2015,3277,3416,3439,3463
48681,95150,99706,100877,102309
11278,18194,18288,18319,18351
2739,8210,8210,8210,8210
28587,48473,49432,49745,50097
148746,163293,164382,164625,165012
956126,1408467,1442171,1451040,1458136
389,1173,1273,1316,1354
44254,47280,47395,47395,47395
1341175,1495679,1502717,1504468,1506219
72847,97610,98298,98568,98838
19170,1943140,2152651,2222489,2292326
104386,205894,210603,211911,213481
87454,118120,118541,118680,118864
5172,7383,7516,7559,7603
2663,3810,3857,3867,3871
470,516,517,517,517
369434,429861,434665,436202,438508
111733,118798,119252,119328,119404
93546,134182,145663,149615,152313
3515,5284,5409,5445,5478
27558,28827,29074,29074,29109
104815,118637,119357,119501,119789
149924,3308046,3414483,3449456,3474798
756,3044,3692,3908,4124
16783,22721,23056,23167,23223
358820,467732,482009,486096,490038
49449,56750,56956,57025,57094
268937,293806,294872,294872,295227
10235,22474,26861,28163,28163
633624,763223,771653,774462,777104
13535,13551,13551,13551,13551
2042,2300,2316,2324,2337
1018,9474,11486,12504,13504
21497,22336,22417,22417,22417
241737,262814,264410,264730,265049
189240,205554,206809,207311,207562
41198,308006,367514,404789,479992
17547,25743,26339,27270,28499
419,1012,1061,1069,1093
2261,4407,4619,4688,4758
7987,12623,12879,12960,13008
109742,129228,132134,132818,133673
529032,869646,891146,898313,905480
2072,2126,2133,2141,2143
10470,12598,12822,12890,12942
3717,4243,4262,4270,4280
1239,1515,1524,1524,1524
1135,6518,6702,6761,6796
417,3748,4375,4584,4775
45947,51209,51377,51440,51530
1367453,2741971,2854194,2883496,2908435
203,299,299,299,299
86609,133561,133966,134044,134121
195966,243424,246329,247298,247943
134,1865,2002,2057,2089
13572,48471,54288,56226,58165
72680,464636,545104,576253,607401
2571,4457,4834,4944,5043
96865,139144,154569,159711,164852
1236,1369,1382,1389,1394
341744,502386,519057,525876,528907
17772,26531,27959,28302,28567
17602,20473,20549,20599,20649
60,70,70,70,70
8104,9352,9399,9410,9422
294055,1709512,1857165,1888425,1919685
32759,33281,33321,33361,33361
30260,58394,63232,65577,67921
19810,23572,23895,23983,24071
32962,39847,40238,40286,40384
335829,1228387,1228387,1228387,1228387
32233,36736,37352,37494,37636
6072,65969,66743,66838,67007
13154,45671,48490,49429,50369
843789,1116140,1136191,1144545,1151229
11963,14236,14331,14360,14368
22238,27296,27593,27668,27742
60508,68892,68975,69058,69058
632,2893,3187,3298,3470
10144,12638,12975,13144,13219
166464,233276,242523,244512,246503
65071,70262,70695,70868,71041
535195,867090,894281,901929,909578
142585,171993,174221,175112,175781
55356,70453,71044,71224,71403
1094,3909,4378,4535,4879
26479,29944,30246,30359,30434
17886,19674,19863,19925,19988
883949,2267637,2462535,2513979,2597171
5017,8506,8831,8939,9047
4014,4560,4594,4622,4628
48135,430674,442748,446773,450798
832,1033,1049,1054,1062
73955,92133,92923,93262,93601
344908,470815,482261,486076,489892
437496,613353,675117,681122,687127
49122,193124,214738,220586,226434
5450,7259,7289,7299,7309
88968,105117,106271,106704,107280
9290,17762,18848,19200,19482
7592,8770,8856,8878,8888
129200,142433,143168,143352,143535
645,3687,4028,4164,4299
30385,33052,33295,33375,33456
373653,737385,757770,762917,768065
1148,1787,1842,1860,1879
13002,14650,14814,14851,14924
1583,2218,2273,2293,2308
481,2532,3014,3174,3335
60656,159332,169080,172330,175579
34691,39360,39704,39851,39998
47265,59795,61392,62082,62663
3189,3996,4041,4066,4086
35402,61907,63116,63296,63987
172707,202818,204063,204560,205307
192579,315181,323720,325827,327474
254446,331415,342871,345816,348760
792,919,928,930,934
75807,84373,85122,85229,85443
136423,167304,170053,171322,172591
103,288,318,328,338
417,435,435,435,435
12176,392058,514074,568149,622225
5115,11561,12839,13361,13935
23153,24878,24969,24999,25029
5382,12089,12089,12089,12089
229079,930226,1034129,1053765,1073400
427,1066,1154,1224,1263
40912,53825,54178,54296,54414
372072,501683,513058,516650,520242
18738,119702,130505,133670,136835
38231,39325,39372,39420,39467
3388,4195,4274,4299,4323
18815,47661,54623,56612,58601
34172,52994,55754,56546,57496
9216,9325,9328,9335,9343
98410,190311,200725,203329,205932
9036,15154,15997,16278,16538
228378,309157,318956,320401,321847
123834,144384,146350,146886,147422
20558,21492,21544,21570,21570
33836,57754,57965,58035,58317
27185,46191,47015,47309,47603
822,1443,1546,1566,1590
378,792,814,823,832
82763,156210,165309,168126,170726
163294,237115,242135,243907,245383
1028,1152,1153,1154,1155
24278,74441,76897,77747,78408
2915,10126,11253,11629,11917
179874,229396,229965,230249,230249
376,953,980,991,1003
2013,3290,3453,3539,3628
20537,21664,21743,21743,21769
108803,114174,114312,114449,114449
44422,53980,54942,55286,55836
8944,9658,10051,10390,10658
11616,14525,14846,14959,15073
792022,1216308,1234572,1239001,1243430
181690,227526,228355,228631,228631
383,955,1025,1058,1093
20970,74892,83880,86875,89871
140530,718267,837978,884821,936869
15540,16543,16603,16603,16623
899,2870,2977,3010,3038
61161,66371,66611,66691,66691
29592,39844,40500,40702,40904
94727,114527,115497,146749,156067
6185,9812,10034,10099,10138
1890,2319,2331,2342,2354
31373,68531,72453,73826,74708
986,1101,1108,1111,1115
826971,1369288,1446153,1478718,1513851
1161071,2017694,2143343,2175951,2208559
229945,276772,280616,281315,282014
4023,6183,6282,6315,6344
232,664,756,789,823
15941,35550,36088,36224,36361
46427,85829,87355,87632,87909
25518,61303,61907,62133,62360
1339,1491,1502,1507,1513
478157,615558,621054,622625,624195
8032,15163,15524,15724,15905
8103,30450,35080,36624,38167
7157,18086,19739,20185,20631
43954,359840,398719,411679,414378
24056,27498,28322,28502,28753
3714,5322,5489,5533,5577
39878,59072,59934,60247,60639
2466421,4980618,5173914,5239612,5303375
816,1386,1410,1418,1429
240899,267253,271840,274267,276763
23868,81158,93694,96078,98819
2170,3106,3152,3164,3168
28922,65818,68917,69950,71975
14274,15032,15056,15064,15072
38885,46364,46669,46797,46839
7262,11006,11186,11234,11268
38073,40539,40736,40785,40834
9323,14566,15413,15531,15709
120208,162962,166826,168114,169177
1247,2100,2211,2246,2279
14734,48184,49135,49253,49372
5417,12580,14640,15163,15686
239206,281584,285086,286487,287188
42474,46356,46592,46651,46709
28154,30557,30981,31135,31238
871061,896934,898012,898012,898012
61834,79387,80484,80783,81082
1325590,2381278,2449608,2466690,2487189
4275,6223,6483,6554,6570
47696,53250,53576,53707,53838
948569,1500019,1532014,1545189,1556481
35376,36251,36339,36339,36339
3060,6016,6173,6217,6250
11487,15053,15389,15548,15686
337,765,801,812,835
14953,16751,16983,17047,17110
7288,55727,65098,68222,71346
176,413,451,468,485
320,404,406,417,417
2766,3795,3986,4073,4149
1238,8988,9186,9310,9396
383,1066,1205,1281,1319
1597,1910,1924,1929,1933
70648,280775,302243,309400,315254
147103,202519,206549,207305,207808
2936,7222,7353,7381,7419
64866,74313,74403,74493,74583
2024,6629,7417,7656,7915
22556,28380,28954,29159,29364
140816,194294,200140,201605,202792
152254,223098,223170,223170,223249
228165,241913,242206,242498,242791
8134,14220,14794,14947,15119
28437,107557,114449,116342,118236
312,320,321,321,321
21014,55449,59952,61453,62954
2493,3084,3115,3126,3130
84274,149005,157234,161543,165851
79591,85754,85995,86120,86290
22787,32961,33676,33844,34096
11747,12947,13075,13107,13155
15484,26923,26976,26976,26987
57154,59769,59974,60042,60090
10954,13318,13576,13634,13706
40452,53415,54160,54384,54682
1401,1474,1481,1485,1487
221,459,536,550,568
349,431,433,436,436
408,853,921,940,954
188834,338025,343365,345086,346807
60,148,164,164,168
1429,1484,1491,1491,1495
23863,27641,27882,27962,28043
20564,66876,68431,68950,69382
203468,259778,266449,269083,270848
21355,22679,22762,22789,22817
140068,652790,706178,724958,743739
85321,174310,185274,188306,191337
8552,13737,14112,14232,14349
28337,61694,65397,66587,67776
11014,11561,11617,11617,11631
39629,45775,46349,46522,46694
363391,796535,835912,849413,862913
21054,25581,26051,26184,26365
104115,132843,133958,134392,134720
163470,321384,342223,348706,356115
567911,940681,961947,968201,976958
19164,24702,25876,26212,26480
10741,13230,13796,13835,13914
263,706,755,770,786
30925,45597,46652,46896,47111
13806,18678,19220,19301,19436
213367,472779,511604,525227,535852
1335,1931,2005,2029,2047
69842,131101,139754,141709,143675
33252,33823,33905,33905,33905
22769,29770,30437,30659,30881
1011289,2462344,2705054,2785957,2866860
44731,49325,49869,49990,50050
23042,76426,83967,86321,88607
163919,248933,252165,252961,253634
308036,360570,363543,364686,366472
5182,5531,5551,5558,5564
2883,3488,3537,3550,3563
1230,3506,3556,3573,3590
59704,61694,61771,61848,61848
30266,35537,36073,36248,36416
36608,50872,51503,51693,51819
53897,63273,63806,63984,64205
3280,10128,11142,12232,12501
6145,8790,8971,9044,9116
28080,32111,32340,32478,32569
17391,20728,21067,21145,21249
10679,23947,25778,26229,26534
388490,491619,492395,492654,492913
4475,13329,13710,13824,13901
27,61,73,83,84
402,739,770,780,790
209,766,878,915,952
511,985,1079,1123,1149
385404,413185,414700,414700,415205
162935,227907,234303,236996,241036
377,1457,1496,1501,1512
221856,374665,420508,428997,431827
93377,110159,110653,110776,110823
75659,93066,94204,94545,94773
3416,5489,5761,5854,5885
26834,32863,33023,33103,33183
89,160,168,170,174
55019,59398,59762,59908,60054
29556,214145,217212,218327,219164
746,1793,1935,1985,2043
1829,2996,3190,3241,3284
3984,5351,5391,5404,5417
76,226,246,250,253
95728,117732,121159,121868,122488
841,1343,1404,1425,1441
2712,2916,2934,2941,2945
122360,420646,448276,457298,465192
3618,13755,15823,16512,17201
77188,100887,102741,103138,103535
112148,206359,210056,211289,212521
35535,51893,57059,59563,60581
87787,126254,130244,131202,131840
278,467,510,510,522
14050,16235,16439,16541,16582
85117,150393,168308,175301,180597
122993,169376,172044,172814,173802
12528,19133,20233,20522,20784
54976,78007,79401,79865,80329
54,126,133,134,136
100224,153320,159082,160728,162786
169667,251843,256611,258015,260607
90648,104707,105377,105645,105913
500,594,613,613,615
20230,297505,303449,304757,305793
599,1378,1582,1676,1743
1068,1219,1227,1233,1234
280593,367521,373580,376316,377503
2109,2922,2952,2970,2992
44256,59845,61025,61296,61639
224587,237832,238696,238984,239271
1736296,2335128,2382655,2398497,2411171
6990,8515,8623,8666,8709
1525730,1891906,1914792,1922420,1930049
234343,267694,268051,268197,268489
134523,157811,158799,159179,159808
203846,252458,255375,256347,256995
3156,7113,7671,7972,8201
328,807,852,863,1261
3512,8011,8513,8680,8848
218,230,230,232,232
140921,205524,212058,213733,215254
13232,24806,24928,24959,24990
224375,318245,321053,321971,322889
5787,12165,12327,12371,12415
14884,18241,19031,19254,19500
741276,2219494,2452715,2522074,2591433
94071,131422,135227,136437,137302
2160,4279,4571,4658,4740
3424,4070,4152,4187,4216
197,597,678,706,766
15796,19875,20498,20680,20862
15751,19997,20320,20428,20536
19713,22545,22741,22881,22966
583400,667384,672920,674221,675523
190,446,472,480,494
910720,2347096,2532440,2598792,2657182
267,320,323,324,324
2210,2389,2419,2431,2434
7813,10274,10587,10665,10704
1045,1304,1325,1328,1328
130696,160740,162175,162695,163177
137648,171744,173428,173849,174480
131995,150509,152252,153341,154212
80625,91693,93010,93673,94528
179890,272551,277891,279464,281036
98884,108308,109237,109502,109900
